time,ID,position,vehicle_class,speed,Lane,length,width
7.8,3,151.4957,Truck,11.9157,1,8.0,2.5
7.9,3,152.6866,Truck,11.9012,1,8.0,2.5
8.0,3,153.8767,Truck,11.9011,1,8.0,2.5
8.1,3,155.066,Truck,11.8849,1,8.0,2.5
8.2,3,156.2564,Truck,11.9221,1,8.0,2.5
8.3,3,157.4466,Truck,11.8836,1,8.0,2.5
8.4,3,158.6372,Truck,11.9281,1,8.0,2.5
8.5,3,159.8306,Truck,11.939,1,8.0,2.5
8.6,3,161.0233,Truck,11.915,1,8.0,2.5
8.7,3,162.2136,Truck,11.8926,1,8.0,2.5
8.8,3,163.4039,Truck,11.9116,1,8.0,2.5
8.9,3,164.5937,Truck,11.8852,1,8.0,2.5
9.0,3,165.7839,Truck,11.919,1,8.0,2.5
9.1,3,166.9715,Truck,11.8325,1,8.0,2.5
9.2,3,168.1568,Truck,11.874,1,8.0,2.5
9.3,3,169.3416,Truck,11.8213,1,8.0,2.5
9.4,3,170.5243,Truck,11.8336,1,8.0,2.5
9.5,3,171.7119,Truck,11.9172,1,8.0,2.5
9.6,3,172.9028,Truck,11.9017,1,8.0,2.5
9.7,3,174.0905,Truck,11.8525,1,8.0,2.5
9.8,3,175.2746,Truck,11.829,1,8.0,2.5
9.9,3,176.4554,Truck,11.7861,1,8.0,2.5
10.0,3,177.6377,Truck,11.8606,1,8.0,2.5
10.1,3,178.8283,Truck,11.9525,1,8.0,2.5
10.2,3,180.0208,Truck,11.8969,1,8.0,2.5
10.3,3,181.2093,Truck,11.8722,1,8.0,2.5
10.4,3,182.3983,Truck,11.9091,1,8.0,2.5
10.5,3,183.5866,Truck,11.8557,1,8.0,2.5
10.6,3,184.7745,Truck,11.9021,1,8.0,2.5
10.7,3,185.9657,Truck,11.9236,1,8.0,2.5
10.8,3,187.1584,Truck,11.9287,1,8.0,2.5
10.9,3,188.3531,Truck,11.9668,1,8.0,2.5
11.0,3,189.5498,Truck,11.9662,1,8.0,2.5
11.1,3,190.7476,Truck,11.9897,1,8.0,2.5
11.2,3,191.9452,Truck,11.9636,1,8.0,2.5
11.3,3,193.1448,Truck,12.0266,1,8.0,2.5
11.4,3,194.3493,Truck,12.0646,1,8.0,2.5
11.5,3,195.5527,Truck,12.0034,1,8.0,2.5
11.6,3,196.754,Truck,12.023,1,8.0,2.5
11.7,3,197.9605,Truck,12.1073,1,8.0,2.5
11.8,3,199.1699,Truck,12.0793,1,8.0,2.5
11.9,3,200.3811,Truck,12.1451,1,8.0,2.5
12.0,3,201.5937,Truck,12.1075,1,8.0,2.5
12.1,3,202.8082,Truck,12.1822,1,8.0,2.5
12.2,3,204.0253,Truck,12.1599,1,8.0,2.5
12.3,3,205.2423,Truck,12.1806,1,8.0,2.5
12.4,3,206.4632,Truck,12.2361,1,8.0,2.5
12.5,3,207.6847,Truck,12.1939,1,8.0,2.5
12.6,3,208.9039,Truck,12.1912,1,8.0,2.5
12.7,3,210.1245,Truck,12.2196,1,8.0,2.5
12.8,3,211.3484,Truck,12.259,1,8.0,2.5
12.9,3,212.5718,Truck,12.2095,1,8.0,2.5
13.0,3,213.7966,Truck,12.2852,1,8.0,2.5
13.1,3,215.0237,Truck,12.258,1,8.0,2.5
13.2,3,216.2524,Truck,12.3149,1,8.0,2.5
13.3,3,217.4788,Truck,12.2131,1,8.0,2.5
13.4,3,218.7026,Truck,12.264,1,8.0,2.5
13.5,3,219.9277,Truck,12.2375,1,8.0,2.5
13.6,3,221.1527,Truck,12.2618,1,8.0,2.5
13.7,3,222.3803,Truck,12.2904,1,8.0,2.5
13.8,3,223.6084,Truck,12.2717,1,8.0,2.5
13.9,3,224.835,Truck,12.2614,1,8.0,2.5
14.0,3,226.0608,Truck,12.2538,1,8.0,2.5
14.1,3,227.2861,Truck,12.252,1,8.0,2.5
14.2,3,228.5087,Truck,12.2006,1,8.0,2.5
14.3,3,229.7305,Truck,12.2348,1,8.0,2.5
14.4,3,230.9529,Truck,12.2139,1,8.0,2.5
14.5,3,232.1728,Truck,12.1837,1,8.0,2.5
14.6,3,233.3902,Truck,12.1648,1,8.0,2.5
14.7,3,234.605,Truck,12.1309,1,8.0,2.5
14.8,3,235.8193,Truck,12.1549,1,8.0,2.5
14.9,3,237.0301,Truck,12.0611,1,8.0,2.5
15.0,3,238.2343,Truck,12.0224,1,8.0,2.5
15.1,3,239.4342,Truck,11.9753,1,8.0,2.5
15.2,3,240.6295,Truck,11.9315,1,8.0,2.5
15.3,3,241.8205,Truck,11.8882,1,8.0,2.5
15.4,3,243.0079,Truck,11.8606,1,8.0,2.5
15.5,3,244.1932,Truck,11.8457,1,8.0,2.5
15.6,3,245.3764,Truck,11.8173,1,8.0,2.5
15.7,3,246.5556,Truck,11.7674,1,8.0,2.5
15.8,3,247.729,Truck,11.7007,1,8.0,2.5
15.9,3,248.8995,Truck,11.7079,1,8.0,2.5
16.0,3,250.0678,Truck,11.66,1,8.0,2.5
16.1,3,251.2303,Truck,11.5897,1,8.0,2.5
16.2,3,252.3864,Truck,11.5315,1,8.0,2.5
16.3,3,253.5392,Truck,11.5243,1,8.0,2.5
16.4,3,254.6889,Truck,11.4706,1,8.0,2.5
16.5,3,255.8314,Truck,11.379,1,8.0,2.5
16.6,3,256.9693,Truck,11.3787,1,8.0,2.5
16.7,3,258.1056,Truck,11.3476,1,8.0,2.5
16.8,3,259.2366,Truck,11.2727,1,8.0,2.5
16.9,3,260.3636,Truck,11.2665,1,8.0,2.5
17.0,3,261.4859,Truck,11.1796,1,8.0,2.5
17.1,3,262.6062,Truck,11.2271,1,8.0,2.5
17.2,3,263.7271,Truck,11.1898,1,8.0,2.5
17.3,3,264.8421,Truck,11.1117,1,8.0,2.5
17.4,3,265.9527,Truck,11.0989,1,8.0,2.5
17.5,3,267.0569,Truck,10.9862,1,8.0,2.5
17.6,3,268.156,Truck,10.9962,1,8.0,2.5
17.7,3,269.2557,Truck,10.9965,1,8.0,2.5
17.8,3,270.353,Truck,10.9496,1,8.0,2.5
17.9,3,271.4496,Truck,10.9817,1,8.0,2.5
18.0,3,272.5487,Truck,11.0008,1,8.0,2.5
18.1,3,273.6431,Truck,10.8884,1,8.0,2.5
18.2,3,274.7317,Truck,10.8834,1,8.0,2.5
18.3,3,275.821,Truck,10.9025,1,8.0,2.5
18.4,3,276.9128,Truck,10.9328,1,8.0,2.5
18.5,3,278.0014,Truck,10.8389,1,8.0,2.5
18.6,3,279.0871,Truck,10.8761,1,8.0,2.5
18.7,3,280.1769,Truck,10.9183,1,8.0,2.5
18.8,3,281.2633,Truck,10.811,1,8.0,2.5
18.9,3,282.3449,Truck,10.8207,1,8.0,2.5
19.0,3,283.4283,Truck,10.8468,1,8.0,2.5
19.1,3,284.5129,Truck,10.8458,1,8.0,2.5
19.2,3,285.5997,Truck,10.8891,1,8.0,2.5
19.3,3,286.688,Truck,10.8767,1,8.0,2.5
19.4,3,287.7729,Truck,10.8222,1,8.0,2.5
19.5,3,288.8589,Truck,10.8979,1,8.0,2.5
19.6,3,289.9475,Truck,10.8731,1,8.0,2.5
19.7,3,291.038,Truck,10.9375,1,8.0,2.5
19.8,3,292.1294,Truck,10.8899,1,8.0,2.5
19.9,3,293.2188,Truck,10.8997,1,8.0,2.5
20.0,3,294.3111,Truck,10.9455,1,8.0,2.5
0.0,4,160.0,Car,15.5172,2,5.0,2.0
0.1,4,161.5481,Car,15.4449,2,5.0,2.0
0.2,4,163.0955,Car,15.5031,2,5.0,2.0
0.3,4,164.643,Car,15.4474,2,5.0,2.0
0.4,4,166.1893,Car,15.477,2,5.0,2.0
0.5,4,167.7341,Car,15.419,2,5.0,2.0
0.6,4,169.2784,Car,15.4671,2,5.0,2.0
0.7,4,170.8228,Car,15.4221,2,5.0,2.0
0.8,4,172.364,Car,15.401,2,5.0,2.0
0.9,4,173.9068,Car,15.4549,2,5.0,2.0
1.0,4,175.4513,Car,15.4356,2,5.0,2.0
1.1,4,176.9934,Car,15.4058,2,5.0,2.0
1.2,4,178.5369,Car,15.4648,2,5.0,2.0
1.3,4,180.0804,Car,15.4063,2,5.0,2.0
1.4,4,181.6218,Car,15.4202,2,5.0,2.0
1.5,4,183.1642,Car,15.4286,2,5.0,2.0
1.6,4,184.7059,Car,15.4048,2,5.0,2.0
1.7,4,186.2482,Car,15.4421,2,5.0,2.0
1.8,4,187.7912,Car,15.4183,2,5.0,2.0
1.9,4,189.3337,Car,15.4301,2,5.0,2.0
2.0,4,190.8798,Car,15.4935,2,5.0,2.0
2.1,4,192.4262,Car,15.4335,2,5.0,2.0
2.2,4,193.9682,Car,15.4064,2,5.0,2.0
2.3,4,195.5157,Car,15.5432,2,5.0,2.0
2.4,4,197.0723,Car,15.5896,2,5.0,2.0
2.5,4,198.6278,Car,15.5211,2,5.0,2.0
2.6,4,200.1788,Car,15.4974,2,5.0,2.0
2.7,4,201.7322,Car,15.5705,2,5.0,2.0
2.8,4,203.2906,Car,15.5974,2,5.0,2.0
2.9,4,204.8518,Car,15.6284,2,5.0,2.0
3.0,4,206.4148,Car,15.6306,2,5.0,2.0
3.1,4,207.982,Car,15.7131,2,5.0,2.0
3.2,4,209.5549,Car,15.7448,2,5.0,2.0
3.3,4,211.1281,Car,15.7192,2,5.0,2.0
3.4,4,212.7051,Car,15.8214,2,5.0,2.0
3.5,4,214.2912,Car,15.8997,2,5.0,2.0
3.6,4,215.8802,Car,15.8821,2,5.0,2.0
3.7,4,217.4697,Car,15.9068,2,5.0,2.0
3.8,4,219.0627,Car,15.9535,2,5.0,2.0
3.9,4,220.6613,Car,16.0178,2,5.0,2.0
4.0,4,222.2616,Car,15.9896,2,5.0,2.0
4.1,4,223.8656,Car,16.089,2,5.0,2.0
4.2,4,225.4758,Car,16.1152,2,5.0,2.0
4.3,4,227.0928,Car,16.2253,2,5.0,2.0
4.4,4,228.7144,Car,16.2074,2,5.0,2.0
4.5,4,230.3401,Car,16.3051,2,5.0,2.0
4.6,4,231.9685,Car,16.264,2,5.0,2.0
4.7,4,233.5995,Car,16.3562,2,5.0,2.0
4.8,4,235.2368,Car,16.3888,2,5.0,2.0
4.9,4,236.8759,Car,16.3928,2,5.0,2.0
5.0,4,238.5186,Car,16.4627,2,5.0,2.0
5.1,4,240.1683,Car,16.531,2,5.0,2.0
5.2,4,241.8209,Car,16.5208,2,5.0,2.0
5.3,4,243.4727,Car,16.514,2,5.0,2.0
5.4,4,245.1282,Car,16.5968,2,5.0,2.0
5.5,4,246.7881,Car,16.601,2,5.0,2.0
5.6,4,248.4505,Car,16.6466,2,5.0,2.0
5.7,4,250.1169,Car,16.6812,2,5.0,2.0
5.8,4,251.7838,Car,16.6572,2,5.0,2.0
5.9,4,253.4508,Car,16.6824,2,5.0,2.0
6.0,4,255.1232,Car,16.7656,2,5.0,2.0
6.1,4,256.7991,Car,16.7534,2,5.0,2.0
6.2,4,258.4722,Car,16.7078,2,5.0,2.0
6.3,4,260.1486,Car,16.8215,2,5.0,2.0
6.4,4,261.8306,Car,16.8171,2,5.0,2.0
6.5,4,263.5112,Car,16.796,2,5.0,2.0
6.6,4,265.1902,Car,16.7842,2,5.0,2.0
6.7,4,266.8721,Car,16.8527,2,5.0,2.0
6.8,4,268.5567,Car,16.8397,2,5.0,2.0
6.9,4,270.2437,Car,16.9002,2,5.0,2.0
7.0,4,271.9306,Car,16.8386,2,5.0,2.0
7.1,4,273.6142,Car,16.8329,2,5.0,2.0
7.2,4,275.2963,Car,16.8096,2,5.0,2.0
7.3,4,276.9783,Car,16.8306,2,5.0,2.0
7.4,4,278.6606,Car,16.8145,2,5.0,2.0
7.5,4,280.3424,Car,16.8214,2,5.0,2.0
7.6,4,282.0212,Car,16.7548,2,5.0,2.0
7.7,4,283.6961,Car,16.7426,2,5.0,2.0
7.8,4,285.3695,Car,16.7253,2,5.0,2.0
7.9,4,287.0431,Car,16.7464,2,5.0,2.0
8.0,4,288.7178,Car,16.7496,2,5.0,2.0
8.1,4,290.3889,Car,16.6721,2,5.0,2.0
8.2,4,292.0552,Car,16.6537,2,5.0,2.0
8.3,4,293.7207,Car,16.6559,2,5.0,2.0
8.4,4,295.3844,Car,16.6189,2,5.0,2.0
8.5,4,297.0471,Car,16.6344,2,5.0,2.0
8.6,4,298.7047,Car,16.5178,2,5.0,2.0
8.7,4,300.3576,Car,16.5402,2,5.0,2.0
8.8,4,302.0107,Car,16.5214,2,5.0,2.0
8.9,4,303.6595,Car,16.4555,2,5.0,2.0
9.0,4,305.3062,Car,16.4769,2,5.0,2.0
9.1,4,306.953,Car,16.4597,2,5.0,2.0
9.2,4,308.5991,Car,16.4632,2,5.0,2.0
9.3,4,310.2466,Car,16.4854,2,5.0,2.0
9.4,4,311.8923,Car,16.4284,2,5.0,2.0
9.5,4,313.5332,Car,16.3896,2,5.0,2.0
9.6,4,315.1729,Car,16.4045,2,5.0,2.0
9.7,4,316.8143,Car,16.4245,2,5.0,2.0
9.8,4,318.4531,Car,16.3517,2,5.0,2.0
9.9,4,320.0878,Car,16.3428,2,5.0,2.0
10.0,4,321.7238,Car,16.3771,2,5.0,2.0
10.1,4,323.36,Car,16.3452,2,5.0,2.0
10.2,4,324.9954,Car,16.3639,2,5.0,2.0
10.3,4,326.6305,Car,16.3378,2,5.0,2.0
10.4,4,328.2651,Car,16.3541,2,5.0,2.0
10.5,4,329.8977,Car,16.2979,2,5.0,2.0
10.6,4,331.5289,Car,16.3256,2,5.0,2.0
10.7,4,333.161,Car,16.3175,2,5.0,2.0
10.8,4,334.7912,Car,16.2861,2,5.0,2.0
10.9,4,336.4193,Car,16.2752,2,5.0,2.0
11.0,4,338.0502,Car,16.343,2,5.0,2.0
11.1,4,339.683,Car,16.3127,2,5.0,2.0
11.2,4,341.3133,Car,16.2938,2,5.0,2.0
11.3,4,342.9441,Car,16.3233,2,5.0,2.0
11.4,4,344.5784,Car,16.3619,2,5.0,2.0
11.5,4,346.2096,Car,16.2616,2,5.0,2.0
11.6,4,347.837,Car,16.2871,2,5.0,2.0
11.7,4,349.4667,Car,16.3062,2,5.0,2.0
11.8,4,351.1009,Car,16.3792,2,5.0,2.0
11.9,4,352.7372,Car,16.345,2,5.0,2.0
12.0,4,354.3724,Car,16.3601,2,5.0,2.0
12.1,4,356.0056,Car,16.3028,2,5.0,2.0
12.2,4,357.6358,Car,16.3025,2,5.0,2.0
12.3,4,359.2683,Car,16.3477,2,5.0,2.0
12.4,4,360.9024,Car,16.3331,2,5.0,2.0
12.5,4,362.5362,Car,16.3438,2,5.0,2.0
12.6,4,364.1692,Car,16.3164,2,5.0,2.0
12.7,4,365.8013,Car,16.3237,2,5.0,2.0
12.8,4,367.433,Car,16.312,2,5.0,2.0
12.9,4,369.0647,Car,16.3209,2,5.0,2.0
13.0,4,370.6963,Car,16.3106,2,5.0,2.0
13.1,4,372.323,Car,16.2249,2,5.0,2.0
13.2,4,373.9439,Car,16.1915,2,5.0,2.0
13.3,4,375.5671,Car,16.2726,2,5.0,2.0
13.4,4,377.1937,Car,16.2602,2,5.0,2.0
13.5,4,378.8154,Car,16.1741,2,5.0,2.0
13.6,4,380.4305,Car,16.1273,2,5.0,2.0
13.7,4,382.045,Car,16.1628,2,5.0,2.0
13.8,4,383.6613,Car,16.1627,2,5.0,2.0
13.9,4,385.2775,Car,16.162,2,5.0,2.0
14.0,4,386.8904,Car,16.0953,2,5.0,2.0
14.1,4,388.4971,Car,16.0389,2,5.0,2.0
14.2,4,390.0986,Car,15.9919,2,5.0,2.0
14.3,4,391.6975,Car,15.9864,2,5.0,2.0
14.4,4,393.294,Car,15.9432,2,5.0,2.0
14.5,4,394.8855,Car,15.8866,2,5.0,2.0
14.6,4,396.477,Car,15.9425,2,5.0,2.0
14.7,4,398.069,Car,15.8976,2,5.0,2.0
14.8,4,399.6559,Car,15.8404,2,5.0,2.0
14.9,4,401.2349,Car,15.7403,2,5.0,2.0
15.0,4,402.8097,Car,15.7548,2,5.0,2.0
15.1,4,404.3829,Car,15.7093,2,5.0,2.0
15.2,4,405.9515,Car,15.6642,2,5.0,2.0
15.3,4,407.5172,Car,15.6493,2,5.0,2.0
15.4,4,409.0793,Car,15.5919,2,5.0,2.0
15.5,4,410.6367,Car,15.5565,2,5.0,2.0
15.6,4,412.1903,Car,15.5154,2,5.0,2.0
15.7,4,413.7395,Car,15.4692,2,5.0,2.0
15.8,4,415.2814,Car,15.3691,2,5.0,2.0
15.9,4,416.8194,Car,15.3898,2,5.0,2.0
16.0,4,418.3557,Car,15.3365,2,5.0,2.0
16.1,4,419.8866,Car,15.2821,2,5.0,2.0
16.2,4,421.4177,Car,15.3397,2,5.0,2.0
16.3,4,422.9503,Car,15.3116,2,5.0,2.0
16.4,4,424.4795,Car,15.2728,2,5.0,2.0
16.5,4,426.0038,Car,15.2138,2,5.0,2.0
16.6,4,427.5257,Car,15.2229,2,5.0,2.0
16.7,4,429.0449,Car,15.161,2,5.0,2.0
16.8,4,430.5603,Car,15.1473,2,5.0,2.0
16.9,4,432.0722,Car,15.0912,2,5.0,2.0
17.0,4,433.5828,Car,15.1212,2,5.0,2.0
17.1,4,435.0938,Car,15.0987,2,5.0,2.0
17.2,4,436.6012,Car,15.0478,2,5.0,2.0
17.3,4,438.1074,Car,15.0779,2,5.0,2.0
17.4,4,439.6149,Car,15.0721,2,5.0,2.0
17.5,4,441.1248,Car,15.126,2,5.0,2.0
17.6,4,442.6361,Car,15.0989,2,5.0,2.0
17.7,4,444.1448,Car,15.0748,2,5.0,2.0
17.8,4,445.6529,Car,15.0868,2,5.0,2.0
17.9,4,447.1616,Car,15.0879,2,5.0,2.0
18.0,4,448.6705,Car,15.0899,2,5.0,2.0
18.1,4,450.1787,Car,15.0752,2,5.0,2.0
18.2,4,451.6883,Car,15.1169,2,5.0,2.0
18.3,4,453.1999,Car,15.1149,2,5.0,2.0
18.4,4,454.7116,Car,15.1174,2,5.0,2.0
18.5,4,456.2269,Car,15.1897,2,5.0,2.0
18.6,4,457.7468,Car,15.2072,2,5.0,2.0
18.7,4,459.2654,Car,15.1645,2,5.0,2.0
18.8,4,460.7855,Car,15.2384,2,5.0,2.0
18.9,4,462.3123,Car,15.2971,2,5.0,2.0
19.0,4,463.8434,Car,15.3253,2,5.0,2.0
19.1,4,465.3772,Car,15.3514,2,5.0,2.0
19.2,4,466.9123,Car,15.3497,2,5.0,2.0
19.3,4,468.4473,Car,15.3516,2,5.0,2.0
19.4,4,469.9836,Car,15.3733,2,5.0,2.0
19.5,4,471.5245,Car,15.4453,2,5.0,2.0
19.6,4,473.0706,Car,15.4756,2,5.0,2.0
19.7,4,474.621,Car,15.5321,2,5.0,2.0
19.8,4,476.1753,Car,15.5555,2,5.0,2.0
19.9,4,477.7305,Car,15.5472,2,5.0,2.0
20.0,4,479.2849,Car,15.542,2,5.0,2.0
0.0,5,95.0,Truck,13.0885,2,8.0,2.5
0.1,5,96.3075,Truck,13.0607,2,8.0,2.5
0.2,5,97.6121,Truck,13.032,2,8.0,2.5
0.3,5,98.9156,Truck,13.0374,2,8.0,2.5
0.4,5,100.2171,Truck,12.9931,2,8.0,2.5
0.5,5,101.515,Truck,12.9657,2,8.0,2.5
0.6,5,102.8117,Truck,12.9682,2,8.0,2.5
0.7,5,104.1061,Truck,12.9191,2,8.0,2.5
0.8,5,105.3975,Truck,12.909,2,8.0,2.5
0.9,5,106.6869,Truck,12.8784,2,8.0,2.5
1.0,5,107.9709,Truck,12.803,2,8.0,2.5
1.1,5,109.2505,Truck,12.788,2,8.0,2.5
1.2,5,110.5303,Truck,12.8093,2,8.0,2.5
1.3,5,111.8055,Truck,12.6936,2,8.0,2.5
1.4,5,113.0715,Truck,12.6261,2,8.0,2.5
1.5,5,114.3325,Truck,12.5937,2,8.0,2.5
1.6,5,115.5926,Truck,12.6095,2,8.0,2.5
1.7,5,116.8515,Truck,12.5678,2,8.0,2.5
1.8,5,118.1059,Truck,12.5209,2,8.0,2.5
1.9,5,119.3579,Truck,12.518,2,8.0,2.5
2.0,5,120.6017,Truck,12.3582,2,8.0,2.5
2.1,5,121.8399,Truck,12.4069,2,8.0,2.5
2.2,5,123.0802,Truck,12.3986,2,8.0,2.5
2.3,5,124.3139,Truck,12.2749,2,8.0,2.5
2.4,5,125.5404,Truck,12.2546,2,8.0,2.5
2.5,5,126.7632,Truck,12.2014,2,8.0,2.5
2.6,5,127.981,Truck,12.1558,2,8.0,2.5
2.7,5,129.1954,Truck,12.1324,2,8.0,2.5
2.8,5,130.4093,Truck,12.1456,2,8.0,2.5
2.9,5,131.6226,Truck,12.1198,2,8.0,2.5
3.0,5,132.8295,Truck,12.0178,2,8.0,2.5
3.1,5,134.0329,Truck,12.0498,2,8.0,2.5
3.2,5,135.2333,Truck,11.9601,2,8.0,2.5
3.3,5,136.4303,Truck,11.9798,2,8.0,2.5
3.4,5,137.624,Truck,11.8944,2,8.0,2.5
3.5,5,138.8124,Truck,11.8731,2,8.0,2.5
3.6,5,139.9988,Truck,11.8542,2,8.0,2.5
3.7,5,141.1872,Truck,11.9148,2,8.0,2.5
3.8,5,142.3741,Truck,11.8233,2,8.0,2.5
3.9,5,143.5531,Truck,11.7572,2,8.0,2.5
4.0,5,144.7305,Truck,11.7904,2,8.0,2.5
4.1,5,145.9068,Truck,11.7357,2,8.0,2.5
4.2,5,147.0796,Truck,11.7194,2,8.0,2.5
4.3,5,148.2531,Truck,11.7512,2,8.0,2.5
4.4,5,149.4265,Truck,11.717,2,8.0,2.5
4.5,5,150.5983,Truck,11.7188,2,8.0,2.5
4.6,5,151.7696,Truck,11.7075,2,8.0,2.5
4.7,5,152.9408,Truck,11.7159,2,8.0,2.5
4.8,5,154.1126,Truck,11.7194,2,8.0,2.5
4.9,5,155.2811,Truck,11.6515,2,8.0,2.5
5.0,5,156.4504,Truck,11.7344,2,8.0,2.5
5.1,5,157.6217,Truck,11.6915,2,8.0,2.5
5.2,5,158.7906,Truck,11.6861,2,8.0,2.5
5.3,5,159.9618,Truck,11.7375,2,8.0,2.5
5.4,5,161.1363,Truck,11.7532,2,8.0,2.5
5.5,5,162.3111,Truck,11.7426,2,8.0,2.5
5.6,5,163.4883,Truck,11.8022,2,8.0,2.5
5.7,5,164.666,Truck,11.752,2,8.0,2.5
5.8,5,165.8434,Truck,11.796,2,8.0,2.5
5.9,5,167.0236,Truck,11.8073,2,8.0,2.5
6.0,5,168.206,Truck,11.8407,2,8.0,2.5
6.1,5,169.3914,Truck,11.8682,2,8.0,2.5
6.2,5,170.5772,Truck,11.8477,2,8.0,2.5
6.3,5,171.7655,Truck,11.9179,2,8.0,2.5
6.4,5,172.9572,Truck,11.9163,2,8.0,2.5
6.5,5,174.1468,Truck,11.8758,2,8.0,2.5
6.6,5,175.3352,Truck,11.8917,2,8.0,2.5
6.7,5,176.5282,Truck,11.9677,2,8.0,2.5
6.8,5,177.7255,Truck,11.9785,2,8.0,2.5
6.9,5,178.9243,Truck,11.9985,2,8.0,2.5
7.0,5,180.1251,Truck,12.0165,2,8.0,2.5
7.1,5,181.3279,Truck,12.0391,2,8.0,2.5
7.2,5,182.5336,Truck,12.0748,2,8.0,2.5
7.3,5,183.7386,Truck,12.0262,2,8.0,2.5
7.4,5,184.9417,Truck,12.0365,2,8.0,2.5
7.5,5,186.1461,Truck,12.0499,2,8.0,2.5
7.6,5,187.3536,Truck,12.1013,2,8.0,2.5
7.7,5,188.5656,Truck,12.1388,2,8.0,2.5
7.8,5,189.7774,Truck,12.0962,2,8.0,2.5
7.9,5,190.9842,Truck,12.0407,2,8.0,2.5
8.0,5,192.1898,Truck,12.07,2,8.0,2.5
8.1,5,193.3983,Truck,12.1004,2,8.0,2.5
8.2,5,194.6089,Truck,12.1119,2,8.0,2.5
8.3,5,195.8204,Truck,12.1186,2,8.0,2.5
8.4,5,197.033,Truck,12.1333,2,8.0,2.5
8.5,5,198.2459,Truck,12.1231,2,8.0,2.5
8.6,5,199.4602,Truck,12.1635,2,8.0,2.5
8.7,5,200.6739,Truck,12.1105,2,8.0,2.5
8.8,5,201.8846,Truck,12.103,2,8.0,2.5
8.9,5,203.0968,Truck,12.1409,2,8.0,2.5
9.0,5,204.3077,Truck,12.0777,2,8.0,2.5
9.1,5,205.5182,Truck,12.1323,2,8.0,2.5
9.2,5,206.7308,Truck,12.1205,2,8.0,2.5
9.3,5,207.9423,Truck,12.1096,2,8.0,2.5
9.4,5,209.1557,Truck,12.1585,2,8.0,2.5
9.5,5,210.3681,Truck,12.0892,2,8.0,2.5
9.6,5,211.5809,Truck,12.167,2,8.0,2.5
9.7,5,212.7941,Truck,12.0962,2,8.0,2.5
9.8,5,214.002,Truck,12.0631,2,8.0,2.5
9.9,5,215.2103,Truck,12.1027,2,8.0,2.5
10.0,5,216.4189,Truck,12.0684,2,8.0,2.5
10.1,5,217.6263,Truck,12.0792,2,8.0,2.5
10.2,5,218.836,Truck,12.1158,2,8.0,2.5
10.3,5,220.048,Truck,12.124,2,8.0,2.5
10.4,5,221.2589,Truck,12.0934,2,8.0,2.5
10.5,5,222.4709,Truck,12.1479,2,8.0,2.5
10.6,5,223.6864,Truck,12.1607,2,8.0,2.5
10.7,5,224.9033,Truck,12.1784,2,8.0,2.5
10.8,5,226.1204,Truck,12.1622,2,8.0,2.5
10.9,5,227.3385,Truck,12.1999,2,8.0,2.5
11.0,5,228.5543,Truck,12.117,2,8.0,2.5
11.1,5,229.7692,Truck,12.1802,2,8.0,2.5
11.2,5,230.9873,Truck,12.1818,2,8.0,2.5
11.3,5,232.2079,Truck,12.2313,2,8.0,2.5
11.4,5,233.4311,Truck,12.2323,2,8.0,2.5
11.5,5,234.6561,Truck,12.268,2,8.0,2.5
11.6,5,235.8872,Truck,12.3548,2,8.0,2.5
11.7,5,237.121,Truck,12.3203,2,8.0,2.5
11.8,5,238.3553,Truck,12.3665,2,8.0,2.5
11.9,5,239.5925,Truck,12.3774,2,8.0,2.5
12.0,5,240.8323,Truck,12.4185,2,8.0,2.5
12.1,5,242.0757,Truck,12.4497,2,8.0,2.5
12.2,5,243.3231,Truck,12.4976,2,8.0,2.5
12.3,5,244.5757,Truck,12.5549,2,8.0,2.5
12.4,5,245.8338,Truck,12.6063,2,8.0,2.5
12.5,5,247.0943,Truck,12.604,2,8.0,2.5
12.6,5,248.3571,Truck,12.651,2,8.0,2.5
12.7,5,249.6215,Truck,12.6381,2,8.0,2.5
12.8,5,250.8889,Truck,12.7098,2,8.0,2.5
12.9,5,252.1635,Truck,12.7809,2,8.0,2.5
13.0,5,253.4434,Truck,12.819,2,8.0,2.5
13.1,5,254.7264,Truck,12.8397,2,8.0,2.5
13.2,5,256.0134,Truck,12.9001,2,8.0,2.5
13.3,5,257.3048,Truck,12.9281,2,8.0,2.5
13.4,5,258.6006,Truck,12.9887,2,8.0,2.5
13.5,5,259.9,Truck,13.0,2,8.0,2.5
13.6,5,261.201,Truck,13.0184,2,8.0,2.5
13.7,5,262.5057,Truck,13.076,2,8.0,2.5
13.8,5,263.8102,Truck,13.0136,2,8.0,2.5
13.9,5,265.1182,Truck,13.1473,2,8.0,2.5
14.0,5,266.4285,Truck,13.0591,2,8.0,2.5
14.1,5,267.7389,Truck,13.148,2,8.0,2.5
14.2,5,269.0584,Truck,13.2427,2,8.0,2.5
14.3,5,270.3841,Truck,13.271,2,8.0,2.5
14.4,5,271.71,Truck,13.2474,2,8.0,2.5
14.5,5,273.0366,Truck,13.2843,2,8.0,2.5
14.6,5,274.3692,Truck,13.368,2,8.0,2.5
14.7,5,275.7042,Truck,13.3314,2,8.0,2.5
14.8,5,277.0422,Truck,13.4298,2,8.0,2.5
14.9,5,278.3826,Truck,13.3768,2,8.0,2.5
15.0,5,279.7215,Truck,13.4009,2,8.0,2.5
